gallery_idx,album_label,nn_distance,album_image_count
639,237,0.95636,2
640,658,0.9539,38
641,196,0.948194,9
642,362,0.943661,4
643,287,0.948605,5
644,798,0.950244,14
645,573,0.931979,14
646,28,0.945015,2
647,428,0.954988,4
648,255,0.944846,2
649,164,0.937312,2
650,44,0.910509,11
651,687,0.932034,8
652,402,0.954208,4
653,761,0.94462,16
654,63,0.927462,3
655,624,0.953816,4
656,65,0.966496,2
657,359,0.960883,2
658,209,0.955536,5
659,240,0.952745,12
660,40,0.943126,2
661,47,0.955139,6
662,107,0.944966,9
663,98,0.949634,3
664,51,0.97668,4
665,83,0.910248,6
666,16,0.951715,4
667,630,0.934268,5
668,234,0.97173,7
669,695,0.969377,4
670,854,0.946253,5
671,601,0.918849,7
672,647,0.947141,2
673,775,0.933531,12
674,788,0.959612,7
675,774,0.985659,17
676,656,0.96196,11
677,291,0.96446,2
678,706,0.943585,2
679,599,0.969165,2
680,478,0.961123,2
681,514,0.985659,3
682,675,0.956495,3
683,545,0.949997,2
684,405,0.970861,4
685,320,0.949136,3
686,602,0.956905,11
687,295,0.968347,3
688,179,0.955313,2
689,143,0.962932,2
690,331,0.964861,2
691,26,0.933104,2
692,751,0.938767,2
693,638,0.957662,3
694,235,0.946911,4
695,141,0.955497,6
696,629,0.95913,4
697,32,0.946119,6
698,557,0.946196,5
699,360,0.941623,6
700,740,0.955154,2
701,74,0.952868,35
702,745,0.954656,2
703,483,0.956788,2
704,324,0.956022,13
705,477,0.950453,17
706,72,0.95635,7
707,604,0.964111,2
708,762,0.938602,9
709,419,0.975361,2
710,408,0.947901,8
711,781,0.95067,8
712,194,0.969377,2
713,293,0.957598,5
714,3,0.943645,16
715,392,0.968686,30
716,136,0.967188,22
717,14,0.933616,2
718,650,0.950257,8
719,683,0.971577,28
720,8,0.962304,43
721,213,0.954201,2
722,379,0.972675,2
723,488,0.946247,3
724,832,0.963763,2
725,838,0.971625,20
726,319,0.961186,13
727,183,0.956149,2
728,814,0.963779,2
729,754,0.983886,17
730,341,0.934221,2
731,569,0.953595,4
732,562,0.955031,4
733,705,0.955297,3
734,782,0.971542,5
735,95,0.951776,9
736,737,0.966058,2
737,491,0.950385,2
738,729,0.945847,3
739,231,0.962386,8
740,713,0.948831,2
741,452,0.938801,9
742,819,0.959818,11
743,88,0.95183,8
744,332,0.955369,4
745,307,0.944461,5
746,797,0.952539,4
747,262,0.947402,3
748,556,0.940319,2
749,610,0.938303,2
750,31,0.94858,4
751,568,0.966473,4
752,120,0.964416,25
753,349,0.948734,2
754,574,0.951264,13
755,701,0.960896,29
756,839,0.961905,4
757,388,0.944607,10
758,758,0.956679,6
759,18,0.941871,3
760,692,0.961953,14
761,380,0.956792,2
762,802,0.937475,26
763,493,0.920834,3
764,552,0.933356,2
765,282,0.962287,4
766,1,0.956386,4
767,432,0.950613,2
768,704,0.946799,3
769,771,0.968686,2
770,238,0.945244,2
771,27,0.960034,3
772,302,0.967093,2
773,688,0.947002,2
774,361,0.967837,2
775,818,0.964541,2
776,685,0.948292,4
777,587,0.96217,2
778,168,0.962654,2
779,406,0.954339,9
780,760,0.963733,2
781,23,0.948811,2
782,834,0.958727,2
783,596,0.937121,8
784,499,0.952351,2
785,450,0.95474,15
786,163,0.967944,12
787,529,0.957081,2
788,595,0.966221,3
789,25,0.966913,2
790,801,0.953689,12
791,757,0.941027,10
792,846,0.956066,3
793,215,0.943548,2
794,241,0.933018,3
795,130,0.951145,3
796,541,0.945026,2
797,257,0.95726,5
798,170,0.967916,2
799,686,0.96446,3
800,454,0.931277,2
801,792,0.957457,2
802,433,0.94602,2
803,177,0.949054,2
804,309,0.958256,3
805,220,0.940021,2
806,186,0.928996,2
807,276,0.950648,2
808,653,0.951744,2
809,313,0.971542,19
810,820,0.955082,9
811,13,0.962553,4
812,623,0.933938,3
813,640,0.930918,15
814,105,0.926678,2
815,129,0.915985,3
816,807,0.950951,2
817,611,0.941274,3
818,716,0.95198,3
819,115,0.951674,9
820,829,0.935487,3
821,384,0.949746,4
822,387,0.928591,2
823,479,0.970057,4
824,386,0.951464,4
825,570,0.944576,3
826,79,0.944404,3
827,222,0.96729,2
828,590,0.970057,3
829,288,0.944461,2
830,697,0.947174,5
831,131,0.939329,3
832,409,0.975492,3
833,594,0.975492,2
834,621,0.963544,2
835,722,0.971625,2
836,317,0.950093,3
837,298,0.96729,2
838,702,0.98983,8
839,403,0.992654,2
840,791,0.957477,2
841,374,0.934406,2
842,229,0.945236,3
843,665,0.951644,6
844,711,0.924825,2
845,103,0.950219,2
846,720,0.945377,15
847,847,0.938997,3
848,122,0.940292,4
849,311,0.952116,3
850,277,0.95778,2
851,474,0.94704,9
852,338,0.959905,3
853,236,0.99439,13
854,496,0.99439,3
